,title,genre
4863,Woodstock,Rock/Pop
4864,Wooly Bully,Rock/Pop
4865,Work,Reggae
4866,Work Me Baby,Blues
4867,Work Song,Jazz
4868,Work With Me Annie,R & B/Soul
4869,Workin' Man,Folk/Roots
4870,Working Class Hero,Folk/Roots
4871,Working In The Coal Mine,R & B/Soul
4872,Working Joe,Folk/Roots
4873,Working My Way Back To You,R & B/Soul
4874,World Ain't Slowin' Down,Folk/Roots
4875,World Dance,Reggae
4876,World Is A Ghetto,Hip-Hop
4877,Worried Life Blues,Blues
4878,Worried Man Blues,Blues
4879,Wouldn't It Be Loverly,Musical/Film
4880,Wowie Zowie,Rock/Pop
4881,Wrath Of My Madness,Hip-Hop
4882,"Wreck Of The Edmund Fitzgerald, The",Folk/Roots
4883,Wreck  Of The Old 97,Folk/Roots
4884,Wrecking Ball,Country/Bluegrass
4885,"Writ, The",Rock/Pop
4886,Written In The Stars,Musical/Film
4887,Wu-Tang Clan Ain't Nuthing Ta Fuck Wit,Hip-Hop
4888,Wuthering Heights,Rock/Pop
4889,Wynona's Big Brown Beaver,Rock/Pop
4890,,
4891,,
4892,,
4893,Y. M. C. A.,Dance/Electronica
4894,Ya Mama,Hip-Hop
4895,Ya Ya,R & B/Soul
4896,Yakety Yak,Rock/Pop
4897,Yancey Special,Jazz
4898,Yankee Doodle Boy,Musical/Film
4899,Yankee Lady,Folk/Roots
4900,"Year That Clayton Delaney Died, The",Country/Bluegrass
4901,Yellow Bird,Folk/Roots
4902,Yellow Dog Blues,Blues
4903,Yellow Rose Of Texas,Country/Bluegrass
4904,Yellow Submarine,Rock/Pop
4905,Yes Sir! That's My Baby,Musical/Film
4906,"Yes, We Have No Bananas",Musical/Film
4907,Yesterday,Rock/Pop
4908,Yesterday When I Was Young,Musical/Film
4909,Yesterdays,Jazz
4910,You Ain't Goin' Nowhere,Rock/Pop
4911,You Ain't Seen Nothing Yet,Rock/Pop
4912,You Ain't Woman Enough To Take My Man,Country/Bluegrass
4913,You And I,R & B/Soul
4914,You And The Night And The Music,Jazz
4915,You Are My Flower,Country/Bluegrass
4916,You Are My Lucky Star,Jazz
4917,You Are My Sunshine,Country/Bluegrass
4918,You Are So Beautiful,R & B/Soul
4919,You Are The Sunshine Of My Life,R & B/Soul
4920,You Asked Me To,Country/Bluegrass
4921,You Belong To Me,R & B/Soul
4922,You Bet Your Love,Dance/Electronica
4923,You Better Go Now,Jazz
4924,You Came A Long Way From St. Louis,Jazz
4925,You Can Call Me Al,Rock/Pop
4926,You Can Get It If You Really Want,Reggae
4927,You Can Leave Your Hat On,Rock/Pop
4928,You Can't Always Get What You Want,Rock/Pop
4929,You Can't Deny It,R & B/Soul
4930,You Can't Hurry Love,R & B/Soul
4931,You Can't Roller Skate In A Buffalo Herd,Country/Bluegrass
4932,You Do Something To Me,Jazz
4933,You Don't Bring Me Flowers,Rock/Pop
4934,You Don't Have To Say You Love Me,R & B/Soul
4935,You Don't Know Me,R & B/Soul
4936,You Don't Know My Mind,Country/Bluegrass
4937,You Don't Know What Love Is,Jazz
4938,You Don't Love Me,Reggae
4939,You Don't Own Me,R & B/Soul
4940,"You Don't Pull No Punches, But You Don't Push The River",R & B/Soul
4941,You Don't Want To Fuck With Me,Hip-Hop
4942,You Go To My Head,Jazz
4943,You Got It,Rock/Pop
4944,You Got Me,Hip-Hop
4945,You Got The Love,Dance/Electronica
4946,You Got To Move (aka You Gotta Move),Blues
4947,You Gots To Chill,Hip-Hop
4948,You Gotta Make It Through The World,R & B/Soul
4949,You Had Me From Hello,Country/Bluegrass
4950,You Keep Me Hangin' On,R & B/Soul
4951,You Made Me Love You (I Didn't Want To Do It),Musical/Film
4952,You Make Me Feel Like A Natural Woman,R & B/Soul
4953,You Make Me Feel Like Dancing,Dance/Electronica
4954,You Make Me Feel Mighty Real,Dance/Electronica
4955,You Make Me Feel So Young,Jazz
4956,You Must Have Been A Beautiful Baby,Jazz
4957,You Must Learn,Hip-Hop
4958,You Never Even Call Me By My Name,Country/Bluegrass
4959,You Never Knew About Me,Musical/Film
4960,You Oughta Know,Rock/Pop
4961,You Really Got Me,Rock/Pop
4962,You Send Me,R & B/Soul
4963,You Sexy Thing,Dance/Electronica
4964,You Shook Me,Blues
4965,You Shook Me All Night Long,Rock/Pop
4966,You Should Be Dancing,Dance/Electronica
4967,You Sold The Cottage,Rock/Pop
4968,You Took Advantage Of Me,Jazz
4969,"You Turn Me On, I'm A Radio",Rock/Pop
4970,You Used To Love Me,R & B/Soul
4971,You Wear It Well,Rock/Pop
4972,You Were Meant For Me,Musical/Film
4973,You Were On My Mind,Folk/Roots
4974,You Win Again,Country/Bluegrass
4975,You Woke Up My Neighbourhood,Folk/Roots
4976,You Won't See Me Tonight,Hip-Hop
4977,You'd Be So Nice To Come Home To,Jazz
4978,You'd Be Surprised,Musical/Film
4979,You'll Get Used To It,Musical/Film
4980,You'll Never Find Another Love Like Mine,R & B/Soul
4981,You'll Never Get To Heaven (If You Break My Heart),R & B/Soul
4982,You'll Never Know,Jazz
4983,You'll Never Walk Alone,Musical/Film
4984,Young Americans,Rock/Pop
4985,Young At Heart,Jazz
4986,Young Blood,R & B/Soul
4987,Young Love,Country/Bluegrass
4988,Young Man's Blues,Blues
4989,"Young Person's Guide To The Orchestra, The",Classical/ Contemporary
4990,Younger Girl,Folk/Roots
4991,Younger Than Springtime,Jazz
4992,Your Cheatin' Heart,Country/Bluegrass
4993,Your Feet's Too Big,Jazz
4994,Your Love,Dance/Electronica
4995,Your Love Keeps Lifting Me Higher And Higher,R & B/Soul
4996,Your Mind Is On Vacation,Jazz
4997,Your Mother Should Know,Rock/Pop
4998,Your Song,Rock/Pop
4999,You're A Grand Old Flag,Musical/Film
5000,You're Getting To Be A Habit With Me,Jazz
5001,You're Gonna Get Yours,Hip-Hop
5002,You're Makin' Me High,R & B/Soul
5003,"You're Mine, You",Jazz
5004,You're My Thrill,Jazz
5005,You're No Good,Rock/Pop
5006,"You're Sixteen, You're Beautiful, And You're Mine",Rock/Pop
5007,"You're So Vain, Warren Beatty",Rock/Pop
5008,You're Still The One,Country/Bluegrass
5009,You're The Cream In My Coffee,Jazz
5010,You're The Devil In Disguise,Rock/Pop
5011,You're The Top,Jazz
5012,You'se A Viper,Jazz
5013,You've Changed,Jazz
5014,You've Got A Friend,Folk/Roots
5015,You've Got To Pick A Pocket Or Two,Musical/Film
5016,You've Got What It Takes,R & B/Soul
5017,You've Lost That Lovin' Feeling,R & B/Soul
5018,You've Made Me So Very Happy,R & B/Soul
5019,You've Really Got A Hold On Me,R & B/Soul
5020,,
5021,Zeebob,Jazz
5022,Zig Zag Wanderer,Rock/Pop
5023,Ziggy Stardust,Rock/Pop
5024,Zip-A-Dee-Doo-Dah,Musical/Film
5025,Zorba The Greek Theme,Folk/Roots
5026,Zurich Is Stained,Rock/Pop
